"Time","dt_sound_level_dB"
2022-08-06 16:56:00,68
2022-08-06 16:58:00,69
2022-08-06 17:00:00,69
2022-08-06 17:02:00,75
2022-08-06 17:04:00,72
2022-08-06 17:06:00,68
2022-08-06 17:08:00,67
2022-08-06 17:10:00,65
2022-08-06 17:12:00,69
2022-08-06 17:58:00,73
2022-08-06 18:00:00,68
2022-08-06 18:02:00,75
2022-08-06 18:04:00,80
2022-08-06 18:06:00,74
2022-08-06 18:08:00,74
2022-08-06 18:10:00,71
2022-08-06 18:12:00,76
2022-08-06 18:14:00,73
2022-08-06 18:16:00,81
2022-08-06 18:18:00,68
2022-08-06 18:20:00,74
2022-08-06 18:22:00,76
2022-08-06 18:24:00,71
2022-08-06 18:26:00,73
2022-08-06 18:28:00,80
2022-08-06 18:30:00,72
2022-08-06 18:32:00,83
2022-08-06 18:34:00,76
2022-08-06 18:36:00,76
2022-08-06 18:38:00,77
2022-08-06 18:40:00,75
2022-08-06 18:42:00,61
2022-08-06 18:44:00,76
2022-08-06 18:46:00,73
2022-08-06 18:48:00,73
2022-08-06 18:50:00,71
2022-08-06 18:52:00,79
2022-08-06 18:54:00,70
2022-08-06 18:56:00,77
2022-08-06 18:58:00,71
2022-08-06 19:00:00,65
2022-08-06 19:02:00,66
2022-08-06 19:48:00,73
2022-08-06 19:50:00,70
2022-08-06 19:52:00,67
2022-08-06 19:54:00,72
2022-08-06 19:56:00,69
2022-08-06 19:58:00,64
2022-08-06 20:00:00,67
2022-08-06 20:02:00,65
2022-08-06 20:04:00,64
2022-08-06 20:06:00,69
2022-08-06 20:08:00,67
2022-08-06 20:10:00,77
2022-08-06 20:12:00,73
2022-08-06 20:14:00,62
2022-08-06 20:16:00,67
2022-08-06 20:18:00,65
2022-08-06 20:20:00,71
2022-08-06 20:22:00,75
2022-08-06 20:24:00,67
2022-08-06 20:26:00,64
2022-08-06 20:28:00,62
2022-08-06 20:30:00,60
2022-08-06 21:16:00,62
2022-08-06 21:18:00,73
2022-08-06 21:20:00,65
2022-08-06 21:22:00,74
2022-08-06 21:24:00,64
2022-08-06 21:26:00,64
2022-08-06 21:28:00,61
2022-08-06 21:30:00,58
2022-08-06 21:32:00,63
2022-08-06 21:34:00,61
2022-08-06 21:36:00,58
2022-08-06 21:38:00,65
2022-08-06 21:40:00,60
2022-08-06 21:42:00,57
2022-08-06 21:44:00,62
2022-08-06 21:46:00,61
2022-08-06 21:48:00,58
2022-08-06 21:50:00,59
2022-08-06 21:52:00,62
2022-08-06 21:54:00,56
2022-08-06 21:56:00,58
2022-08-06 21:58:00,57
2022-08-06 22:44:00,60
2022-08-06 22:46:00,58
2022-08-06 22:48:00,61
2022-08-06 22:50:00,58
2022-08-06 22:52:00,56
2022-08-06 22:54:00,57
2022-08-06 22:56:00,57
2022-08-06 22:58:00,60
2022-08-06 23:00:00,59
2022-08-06 23:02:00,59
2022-08-06 23:04:00,58
2022-08-06 23:28:00,52
2022-08-06 23:30:00,53
2022-08-06 23:32:00,54
2022-08-06 23:34:00,57
2022-08-06 23:36:00,55
2022-08-06 23:38:00,52
2022-08-06 23:40:00,55
2022-08-06 23:42:00,57
2022-08-06 23:44:00,53
2022-08-06 23:46:00,60
2022-08-06 23:48:00,51
2022-08-07 00:12:00,48
2022-08-07 00:14:00,55
2022-08-07 00:16:00,53
2022-08-07 00:18:00,54
2022-08-07 00:20:00,55
2022-08-07 00:22:00,56
2022-08-07 00:24:00,54
2022-08-07 00:26:00,53
2022-08-07 00:28:00,53
2022-08-07 00:30:00,54
2022-08-07 00:32:00,49
2022-08-07 01:18:00,50
2022-08-07 01:20:00,54
2022-08-07 01:22:00,55
2022-08-07 01:24:00,55
2022-08-07 01:26:00,53
2022-08-07 01:28:00,54
2022-08-07 01:30:00,58
2022-08-07 01:32:00,50
2022-08-07 01:34:00,54
2022-08-07 01:36:00,52
2022-08-07 01:38:00,54
2022-08-07 03:08:00,56
2022-08-07 03:10:00,53
2022-08-07 03:12:00,53
2022-08-07 03:14:00,52
2022-08-07 03:16:00,52
2022-08-07 03:18:00,54
2022-08-07 03:20:00,53
2022-08-07 03:22:00,54
2022-08-07 03:24:00,49
2022-08-07 03:26:00,50
2022-08-07 03:28:00,51
2022-08-07 03:30:00,53
2022-08-07 03:32:00,55
2022-08-07 03:34:00,50
2022-08-07 03:36:00,53
2022-08-07 03:38:00,51
2022-08-07 03:40:00,54
2022-08-07 03:42:00,56
2022-08-07 03:44:00,51
2022-08-07 03:46:00,55
2022-08-07 03:48:00,53
2022-08-07 03:50:00,53
2022-08-07 03:52:00,55
2022-08-07 03:54:00,49
2022-08-07 03:56:00,56
2022-08-07 03:58:00,51
2022-08-07 04:00:00,53
2022-08-07 04:02:00,53
2022-08-07 04:04:00,53
2022-08-07 04:06:00,53
2022-08-07 04:08:00,50
2022-08-07 04:10:00,57
2022-08-07 04:12:00,53
2022-08-07 04:14:00,55
2022-08-07 04:16:00,53
2022-08-07 04:18:00,54
2022-08-07 04:20:00,53
2022-08-07 04:22:00,58
2022-08-07 04:24:00,52
2022-08-07 04:26:00,54
2022-08-07 04:28:00,53
2022-08-07 04:30:00,54
2022-08-07 04:32:00,52
2022-08-07 04:34:00,53
2022-08-07 04:36:00,52
2022-08-07 04:38:00,52
2022-08-07 04:40:00,53
2022-08-07 04:42:00,50
2022-08-07 04:44:00,56
2022-08-07 04:46:00,48
2022-08-07 04:48:00,50
2022-08-07 04:50:00,48
2022-08-07 04:52:00,53
2022-08-07 04:54:00,53
2022-08-07 04:56:00,52
2022-08-07 06:04:00,51
2022-08-07 06:06:00,55
2022-08-07 06:08:00,57
2022-08-07 06:10:00,60
2022-08-07 06:12:00,53
2022-08-07 06:14:00,54
2022-08-07 06:16:00,60
2022-08-07 06:18:00,57
2022-08-07 06:20:00,57
2022-08-07 06:22:00,59
2022-08-07 06:24:00,59
2022-08-07 06:48:00,55
2022-08-07 06:50:00,55
2022-08-07 06:52:00,54
2022-08-07 06:54:00,53
2022-08-07 06:56:00,61
2022-08-07 06:58:00,53
2022-08-07 07:00:00,55
2022-08-07 07:02:00,53
2022-08-07 07:04:00,57
2022-08-07 07:06:00,55
2022-08-07 07:08:00,57
2022-08-07 07:10:00,58
2022-08-07 07:12:00,53
2022-08-07 07:14:00,54
2022-08-07 07:16:00,55
2022-08-07 07:18:00,55
2022-08-07 07:20:00,56
2022-08-07 07:22:00,56
2022-08-07 07:24:00,53
2022-08-07 07:26:00,57
2022-08-07 07:28:00,56
2022-08-07 07:30:00,58
2022-08-07 07:32:00,53
2022-08-07 07:34:00,57
2022-08-07 07:36:00,52
2022-08-07 07:38:00,60
2022-08-07 07:40:00,58
2022-08-07 07:42:00,53
2022-08-07 07:44:00,49
2022-08-07 07:46:00,54
2022-08-07 07:48:00,55
2022-08-07 07:50:00,51
2022-08-07 07:52:00,60
2022-08-07 07:54:00,51
2022-08-07 07:56:00,50
2022-08-07 07:58:00,58
2022-08-07 08:00:00,54
2022-08-07 08:02:00,57
2022-08-07 08:04:00,56
2022-08-07 08:06:00,59
2022-08-07 08:08:00,56
2022-08-07 08:10:00,61
2022-08-07 08:12:00,57
2022-08-07 08:14:00,57
2022-08-07 08:16:00,59
2022-08-07 08:18:00,56
2022-08-07 08:20:00,54
2022-08-07 08:22:00,62
2022-08-07 08:24:00,61
2022-08-07 08:26:00,55
2022-08-07 08:28:00,57
2022-08-07 08:30:00,54
2022-08-07 08:32:00,53
2022-08-07 08:34:00,65
2022-08-07 08:36:00,61
2022-08-07 08:38:00,57
2022-08-07 08:40:00,65
2022-08-07 08:42:00,65
2022-08-07 08:44:00,60
2022-08-07 08:46:00,59
2022-08-07 08:48:00,56
2022-08-07 08:50:00,61
2022-08-07 08:52:00,64
2022-08-07 08:54:00,65
2022-08-07 08:56:00,68
2022-08-07 08:58:00,66
2022-08-07 09:00:00,58
2022-08-07 09:02:00,63
2022-08-07 09:04:00,65
2022-08-07 09:06:00,61
2022-08-07 09:08:00,54
2022-08-07 09:10:00,67
2022-08-07 09:12:00,65
2022-08-07 09:14:00,62
2022-08-07 09:16:00,65
2022-08-07 09:18:00,63
2022-08-07 09:20:00,58
2022-08-07 09:22:00,63
2022-08-07 09:24:00,60
2022-08-07 09:26:00,60
2022-08-07 09:28:00,60
2022-08-07 09:30:00,65
2022-08-07 09:32:00,60
2022-08-07 09:34:00,62
2022-08-07 09:36:00,61
2022-08-07 09:38:00,60
2022-08-07 09:40:00,65
2022-08-07 09:42:00,64
2022-08-07 09:44:00,67
2022-08-07 09:46:00,64
2022-08-07 09:48:00,65
2022-08-07 09:50:00,63
2022-08-07 09:52:00,72
2022-08-07 09:54:00,73
2022-08-07 09:56:00,61
2022-08-07 09:58:00,67
2022-08-07 10:00:00,65
2022-08-07 10:02:00,64
2022-08-07 10:04:00,64
2022-08-07 10:06:00,57
2022-08-07 10:08:00,61
2022-08-07 10:10:00,66
2022-08-07 10:12:00,74
2022-08-07 10:14:00,57
2022-08-07 10:16:00,67
2022-08-07 10:18:00,64
2022-08-07 10:20:00,69
2022-08-07 10:22:00,68
2022-08-07 10:24:00,66
2022-08-07 10:26:00,60
2022-08-07 10:50:00,72
2022-08-07 10:52:00,67
2022-08-07 10:54:00,71
2022-08-07 10:56:00,58
2022-08-07 10:58:00,61
2022-08-07 11:00:00,57
2022-08-07 11:02:00,66
2022-08-07 11:04:00,68
2022-08-07 11:06:00,63
2022-08-07 11:08:00,59
2022-08-07 11:10:00,64
2022-08-07 12:18:00,65
2022-08-07 12:20:00,63
2022-08-07 12:22:00,65
2022-08-07 12:24:00,66
2022-08-07 12:26:00,63
2022-08-07 12:28:00,63
2022-08-07 12:30:00,67
2022-08-07 12:32:00,63
2022-08-07 12:34:00,73
2022-08-07 12:36:00,63
2022-08-07 12:38:00,65
2022-08-07 12:40:00,65
2022-08-07 12:42:00,65
2022-08-07 12:44:00,63
2022-08-07 12:46:00,61
2022-08-07 12:48:00,63
2022-08-07 12:50:00,61
2022-08-07 12:52:00,66
2022-08-07 12:54:00,65
2022-08-07 12:56:00,61
2022-08-07 12:58:00,66
2022-08-07 13:00:00,64
2022-08-07 13:02:00,68
2022-08-07 13:04:00,65
2022-08-07 13:06:00,66
2022-08-07 13:08:00,64
2022-08-07 13:10:00,64
2022-08-07 13:12:00,59
2022-08-07 13:14:00,61
2022-08-07 13:16:00,67
2022-08-07 13:18:00,61
2022-08-07 13:20:00,66
2022-08-07 13:22:00,67
2022-08-07 13:24:00,64
2022-08-07 13:26:00,60
2022-08-07 13:28:00,65
2022-08-07 13:30:00,65
2022-08-07 13:32:00,67
2022-08-07 13:34:00,68
2022-08-07 13:36:00,68
2022-08-07 13:38:00,61
2022-08-07 13:40:00,69
2022-08-07 13:42:00,67
2022-08-07 13:44:00,67
2022-08-07 14:08:00,59
2022-08-07 14:10:00,66
2022-08-07 14:12:00,65
2022-08-07 14:14:00,67
2022-08-07 14:16:00,63
2022-08-07 14:18:00,64
2022-08-07 14:20:00,63
2022-08-07 14:22:00,65
2022-08-07 14:24:00,65
2022-08-07 14:26:00,62
2022-08-07 14:28:00,68
2022-08-07 14:30:00,64
2022-08-07 14:32:00,61
2022-08-07 14:34:00,64
2022-08-07 14:36:00,63
2022-08-07 14:38:00,62
2022-08-07 14:40:00,66
2022-08-07 14:42:00,65
2022-08-07 14:44:00,62
2022-08-07 14:46:00,61
2022-08-07 14:48:00,70
2022-08-07 14:50:00,70
2022-08-07 14:52:00,65
2022-08-07 14:54:00,65
2022-08-07 14:56:00,61
2022-08-07 14:58:00,67
2022-08-07 15:00:00,67
2022-08-07 15:02:00,66
2022-08-07 15:04:00,65
2022-08-07 15:06:00,70
2022-08-07 15:08:00,61
2022-08-07 15:10:00,67
2022-08-07 15:12:00,65
2022-08-07 15:14:00,65
2022-08-07 15:16:00,67
2022-08-07 15:18:00,65
2022-08-07 15:20:00,61
2022-08-07 15:22:00,65
2022-08-07 15:24:00,74
2022-08-07 15:26:00,67
2022-08-07 15:28:00,70
2022-08-07 15:30:00,65
2022-08-07 15:32:00,59
2022-08-07 15:34:00,65
2022-08-07 15:36:00,66
2022-08-07 15:38:00,61
2022-08-07 15:40:00,64
2022-08-07 15:42:00,71
2022-08-07 15:44:00,63
2022-08-07 15:46:00,69
2022-08-07 15:48:00,69
2022-08-07 15:50:00,68
2022-08-07 15:52:00,59
2022-08-07 15:54:00,65
2022-08-07 15:56:00,75
2022-08-07 15:58:00,70
2022-08-07 16:00:00,69
2022-08-07 16:02:00,64
2022-08-07 16:04:00,62
2022-08-07 16:06:00,67
2022-08-07 16:08:00,62
2022-08-07 16:10:00,63
2022-08-07 16:12:00,64
2022-08-07 16:14:00,60
2022-08-07 16:16:00,65
2022-08-07 16:18:00,74
2022-08-07 16:42:00,64
2022-08-07 16:44:00,62
2022-08-07 16:46:00,69
2022-08-07 16:48:00,66
2022-08-07 16:50:00,59
2022-08-07 16:52:00,66
2022-08-07 16:54:00,66
2022-08-07 16:56:00,59
2022-08-07 16:58:00,68
2022-08-07 17:00:00,70
2022-08-07 17:02:00,63
2022-08-07 17:04:00,65
2022-08-07 17:06:00,67
2022-08-07 17:08:00,64
2022-08-07 17:10:00,71
2022-08-07 17:12:00,67
2022-08-07 17:14:00,62
2022-08-07 17:16:00,64
2022-08-07 17:18:00,65
2022-08-07 17:20:00,66
2022-08-07 17:22:00,63
2022-08-07 17:24:00,66
2022-08-07 17:26:00,65
2022-08-07 17:28:00,68
2022-08-07 17:30:00,66
2022-08-07 17:32:00,62
2022-08-07 17:34:00,66
2022-08-07 17:36:00,68
2022-08-07 17:38:00,65
2022-08-07 17:40:00,67
2022-08-07 17:42:00,65
2022-08-07 17:44:00,56
2022-08-07 17:46:00,62
2022-08-07 17:48:00,66
2022-08-07 17:50:00,65
2022-08-07 17:52:00,64
2022-08-07 17:54:00,65
2022-08-07 17:56:00,61
2022-08-07 17:58:00,65
2022-08-07 18:00:00,64
2022-08-07 18:02:00,58
2022-08-07 18:04:00,63
2022-08-07 18:06:00,64
2022-08-07 18:08:00,64
2022-08-07 18:32:00,62
2022-08-07 18:34:00,63
2022-08-07 18:36:00,68
2022-08-07 18:38:00,62
2022-08-07 18:40:00,64
2022-08-07 18:42:00,65
2022-08-07 18:44:00,61
2022-08-07 18:46:00,62
2022-08-07 18:48:00,62
2022-08-07 18:50:00,61
2022-08-07 18:52:00,63
2022-08-07 18:54:00,66
2022-08-07 18:56:00,65
2022-08-07 18:58:00,63
2022-08-07 19:00:00,68
2022-08-07 19:02:00,64
2022-08-07 19:04:00,64
2022-08-07 19:06:00,65
2022-08-07 19:08:00,60
2022-08-07 19:10:00,62
2022-08-07 19:12:00,66
2022-08-07 19:14:00,62
2022-08-07 19:38:00,62
2022-08-07 19:40:00,62
2022-08-07 19:42:00,66
2022-08-07 19:44:00,64
2022-08-07 19:46:00,63
2022-08-07 19:48:00,66
2022-08-07 19:50:00,60
2022-08-07 19:52:00,57
2022-08-07 19:54:00,65
2022-08-07 19:56:00,59
2022-08-07 19:58:00,66
2022-08-07 20:22:00,61
2022-08-07 20:24:00,67
2022-08-07 20:26:00,61
2022-08-07 20:28:00,64
2022-08-07 20:30:00,69
2022-08-07 20:32:00,60
2022-08-07 20:34:00,57
2022-08-07 20:36:00,65
2022-08-07 20:38:00,60
2022-08-07 20:40:00,63
2022-08-07 20:42:00,66
2022-08-07 20:44:00,59
2022-08-07 20:46:00,61
2022-08-07 20:48:00,65
2022-08-07 20:50:00,62
2022-08-07 20:52:00,61
2022-08-07 20:54:00,66
2022-08-07 20:56:00,63
2022-08-07 20:58:00,64
2022-08-07 21:00:00,63
2022-08-07 21:02:00,64
2022-08-07 21:04:00,59
2022-08-07 21:28:00,59
2022-08-07 21:30:00,62
2022-08-07 21:32:00,57
2022-08-07 21:34:00,61
2022-08-07 21:36:00,62
2022-08-07 21:38:00,63
2022-08-07 21:40:00,57
2022-08-07 21:42:00,58
2022-08-07 21:44:00,58
2022-08-07 21:46:00,60
2022-08-07 21:48:00,62
2022-08-07 21:50:00,63
2022-08-07 21:52:00,58
2022-08-07 21:54:00,61
2022-08-07 21:56:00,58
2022-08-07 21:58:00,59
2022-08-07 22:00:00,62
2022-08-07 22:02:00,59
2022-08-07 22:04:00,57
2022-08-07 22:06:00,58
2022-08-07 22:08:00,58
2022-08-07 22:10:00,58
2022-08-07 22:12:00,60
2022-08-07 22:14:00,56
2022-08-07 22:16:00,54
2022-08-07 22:18:00,61
2022-08-07 22:20:00,60
2022-08-07 22:22:00,60
2022-08-07 22:24:00,56
2022-08-07 22:26:00,59
2022-08-07 22:28:00,60
2022-08-07 22:30:00,52
2022-08-07 22:32:00,55
2022-08-07 22:34:00,55
2022-08-07 22:36:00,56
2022-08-07 22:38:00,56
2022-08-07 22:40:00,57
2022-08-07 22:42:00,54
2022-08-07 22:44:00,64
2022-08-07 22:46:00,60
2022-08-07 22:48:00,55
2022-08-07 22:50:00,58
2022-08-07 22:52:00,56
2022-08-07 22:54:00,56
2022-08-07 22:56:00,58
2022-08-07 22:58:00,56
2022-08-07 23:00:00,56
2022-08-07 23:02:00,53
2022-08-07 23:04:00,56
2022-08-07 23:06:00,58
2022-08-07 23:08:00,57
2022-08-07 23:10:00,54
2022-08-07 23:12:00,55
2022-08-07 23:14:00,59
2022-08-07 23:16:00,54
2022-08-08 00:02:00,51
2022-08-08 00:04:00,56
2022-08-08 00:06:00,54
2022-08-08 00:08:00,57
2022-08-08 00:10:00,54
2022-08-08 00:12:00,54
2022-08-08 00:14:00,53
2022-08-08 00:16:00,48
2022-08-08 00:18:00,53
2022-08-08 00:20:00,53
2022-08-08 00:22:00,54
2022-08-08 00:24:00,52
2022-08-08 00:26:00,51
2022-08-08 00:28:00,54
2022-08-08 00:30:00,56
2022-08-08 00:32:00,54
2022-08-08 00:34:00,57
2022-08-08 00:36:00,55
2022-08-08 00:38:00,56
2022-08-08 00:40:00,55
2022-08-08 00:42:00,54
2022-08-08 00:44:00,58
2022-08-08 00:46:00,52
2022-08-08 00:48:00,54
2022-08-08 00:50:00,49
2022-08-08 00:52:00,54
2022-08-08 00:54:00,54
2022-08-08 00:56:00,53
2022-08-08 00:58:00,51
2022-08-08 01:00:00,48
2022-08-08 01:02:00,50
2022-08-08 01:04:00,51
2022-08-08 01:06:00,54
2022-08-08 01:30:00,51
2022-08-08 01:32:00,52
2022-08-08 01:34:00,51
2022-08-08 01:36:00,53
2022-08-08 01:38:00,53
2022-08-08 01:40:00,52
2022-08-08 01:42:00,47
2022-08-08 01:44:00,48
2022-08-08 01:46:00,49
2022-08-08 01:48:00,53
2022-08-08 01:50:00,51
2022-08-08 01:52:00,48
2022-08-08 01:54:00,46
2022-08-08 01:56:00,51
2022-08-08 01:58:00,52
2022-08-08 02:00:00,55
2022-08-08 02:02:00,47
2022-08-08 02:04:00,49
2022-08-08 02:06:00,48
2022-08-08 02:08:00,51
2022-08-08 02:10:00,47
2022-08-08 02:12:00,55
2022-08-08 02:14:00,51
2022-08-08 02:16:00,47
2022-08-08 02:18:00,51
2022-08-08 02:20:00,48
2022-08-08 02:22:00,50
2022-08-08 02:24:00,55
2022-08-08 02:26:00,48
2022-08-08 02:28:00,48
2022-08-08 02:30:00,49
2022-08-08 02:32:00,51
2022-08-08 02:34:00,47
2022-08-08 02:36:00,48
2022-08-08 02:38:00,47
2022-08-08 02:40:00,48
2022-08-08 02:42:00,54
2022-08-08 02:44:00,53
2022-08-08 02:46:00,50
2022-08-08 02:48:00,48
2022-08-08 02:50:00,46
2022-08-08 02:52:00,47
2022-08-08 02:54:00,48
2022-08-08 02:56:00,55
2022-08-08 02:58:00,50
2022-08-08 03:00:00,49
2022-08-08 03:02:00,51
2022-08-08 03:04:00,49
2022-08-08 03:06:00,49
2022-08-08 03:08:00,48
2022-08-08 03:10:00,48
2022-08-08 03:12:00,49
2022-08-08 03:14:00,46
2022-08-08 03:16:00,50
2022-08-08 03:18:00,46
2022-08-08 03:20:00,48
2022-08-08 03:22:00,46
2022-08-08 03:24:00,52
2022-08-08 03:26:00,49
2022-08-08 03:28:00,50
2022-08-08 03:30:00,54
2022-08-08 03:32:00,48
2022-08-08 03:34:00,48
2022-08-08 03:36:00,47
2022-08-08 03:38:00,47
2022-08-08 03:40:00,47
2022-08-08 03:42:00,47
2022-08-08 03:44:00,47
2022-08-08 03:46:00,47
2022-08-08 03:48:00,53
2022-08-08 03:50:00,53
2022-08-08 03:52:00,47
2022-08-08 03:54:00,53
2022-08-08 03:56:00,47
2022-08-08 03:58:00,50
2022-08-08 04:00:00,52
2022-08-08 04:02:00,49
2022-08-08 04:26:00,54
2022-08-08 04:28:00,47
2022-08-08 04:30:00,53
2022-08-08 04:32:00,54
2022-08-08 04:34:00,50
2022-08-08 04:36:00,55
2022-08-08 04:38:00,55
2022-08-08 04:40:00,51
2022-08-08 04:42:00,54
2022-08-08 04:44:00,52
2022-08-08 04:46:00,55
2022-08-08 04:48:00,51
2022-08-08 04:50:00,50
2022-08-08 04:52:00,53
2022-08-08 04:54:00,51
2022-08-08 04:56:00,50
2022-08-08 04:58:00,49
2022-08-08 05:00:00,57
2022-08-08 05:02:00,54
2022-08-08 05:04:00,48
2022-08-08 05:06:00,47
2022-08-08 05:08:00,58
2022-08-08 05:10:00,51
2022-08-08 05:12:00,57
2022-08-08 05:14:00,55
2022-08-08 05:16:00,55
2022-08-08 05:18:00,52
2022-08-08 05:20:00,51
2022-08-08 05:22:00,52
2022-08-08 05:24:00,48
2022-08-08 05:26:00,55
2022-08-08 05:28:00,57
2022-08-08 05:30:00,51
2022-08-08 05:32:00,53
2022-08-08 05:34:00,55
2022-08-08 05:36:00,54
2022-08-08 05:38:00,53
2022-08-08 05:40:00,52
2022-08-08 05:42:00,53
2022-08-08 05:44:00,57
2022-08-08 05:46:00,56
2022-08-08 05:48:00,55
2022-08-08 05:50:00,56
2022-08-08 05:52:00,59
2022-08-08 05:54:00,53
2022-08-08 05:56:00,55
2022-08-08 05:58:00,56
2022-08-08 06:00:00,55
2022-08-08 06:02:00,57
2022-08-08 06:04:00,56
2022-08-08 06:06:00,57
2022-08-08 06:08:00,59
2022-08-08 06:10:00,59
2022-08-08 06:12:00,50
2022-08-08 06:14:00,59
2022-08-08 06:16:00,57
2022-08-08 06:18:00,63
2022-08-08 06:20:00,58
2022-08-08 06:22:00,55
2022-08-08 06:24:00,57
2022-08-08 06:26:00,59
2022-08-08 06:28:00,63
2022-08-08 06:30:00,59
2022-08-08 06:32:00,58
2022-08-08 06:34:00,59
2022-08-08 06:36:00,59
2022-08-08 07:00:00,60
2022-08-08 07:02:00,57
2022-08-08 07:04:00,67
2022-08-08 07:06:00,60
2022-08-08 07:08:00,60
2022-08-08 07:10:00,65
2022-08-08 07:12:00,61
2022-08-08 07:14:00,61
2022-08-08 07:16:00,65
2022-08-08 07:18:00,64
2022-08-08 07:20:00,61
2022-08-08 08:06:00,66
2022-08-08 08:08:00,60
2022-08-08 08:10:00,68
2022-08-08 08:12:00,64
2022-08-08 08:14:00,63
2022-08-08 08:16:00,67
2022-08-08 08:18:00,63
2022-08-08 08:20:00,59
2022-08-08 08:22:00,67
2022-08-08 08:24:00,66
2022-08-08 08:26:00,63
2022-08-08 08:28:00,67
2022-08-08 08:30:00,64
2022-08-08 08:32:00,58
2022-08-08 08:34:00,69
2022-08-08 08:36:00,66
2022-08-08 08:38:00,61
2022-08-08 08:40:00,66
2022-08-08 08:42:00,59
2022-08-08 08:44:00,64
2022-08-08 08:46:00,64
2022-08-08 08:48:00,60
2022-08-08 09:12:00,62
2022-08-08 09:14:00,64
2022-08-08 09:16:00,59
2022-08-08 09:18:00,61
2022-08-08 09:20:00,64
2022-08-08 09:22:00,65
2022-08-08 09:24:00,62
2022-08-08 09:26:00,62
2022-08-08 09:28:00,68
2022-08-08 09:30:00,64
2022-08-08 09:32:00,58
2022-08-08 10:18:00,62
2022-08-08 10:20:00,66
2022-08-08 10:22:00,63
2022-08-08 10:24:00,64
2022-08-08 10:26:00,66
2022-08-08 10:28:00,59
2022-08-08 10:30:00,64
2022-08-08 10:32:00,66
2022-08-08 10:34:00,60
2022-08-08 10:36:00,63
2022-08-08 10:38:00,67
2022-08-08 11:02:00,66
2022-08-08 11:04:00,62
2022-08-08 11:06:00,64
2022-08-08 11:08:00,65
2022-08-08 11:10:00,63
2022-08-08 11:12:00,65
2022-08-08 11:14:00,66
2022-08-08 11:16:00,60
2022-08-08 11:18:00,62
2022-08-08 11:20:00,66
2022-08-08 11:22:00,62
2022-08-08 11:46:00,62
2022-08-08 11:48:00,63
2022-08-08 11:50:00,67
2022-08-08 11:52:00,63
2022-08-08 11:54:00,65
2022-08-08 11:56:00,66
2022-08-08 11:58:00,61
2022-08-08 12:00:00,67
2022-08-08 12:02:00,66
2022-08-08 12:04:00,62
2022-08-08 12:06:00,62
2022-08-08 13:14:00,64
2022-08-08 13:16:00,63
2022-08-08 13:18:00,67
2022-08-08 13:20:00,67
2022-08-08 13:22:00,64
2022-08-08 13:24:00,63
2022-08-08 13:26:00,65
2022-08-08 13:28:00,62
2022-08-08 13:30:00,63
2022-08-08 13:32:00,65
2022-08-08 13:34:00,61
2022-08-08 13:36:00,65
2022-08-08 13:38:00,65
2022-08-08 13:40:00,63
2022-08-08 13:42:00,65
2022-08-08 13:44:00,66
2022-08-08 13:46:00,59
2022-08-08 13:48:00,66
2022-08-08 13:50:00,66
2022-08-08 13:52:00,63
2022-08-08 13:54:00,62
2022-08-08 13:56:00,66
2022-08-08 14:20:00,66
2022-08-08 14:22:00,68
2022-08-08 14:24:00,67
2022-08-08 14:26:00,70
2022-08-08 14:28:00,71
2022-08-08 14:30:00,69
2022-08-08 14:32:00,71
2022-08-08 14:34:00,71
2022-08-08 14:36:00,72
2022-08-08 14:38:00,71
2022-08-08 14:40:00,70
2022-08-08 14:42:00,68
2022-08-08 14:44:00,73
2022-08-08 14:46:00,70
2022-08-08 14:48:00,71
2022-08-08 14:50:00,75
2022-08-08 14:52:00,71
2022-08-08 14:54:00,66
2022-08-08 14:56:00,64
2022-08-08 14:58:00,75
2022-08-08 15:00:00,69
2022-08-08 15:02:00,69
2022-08-08 15:04:00,74
2022-08-08 15:06:00,70
2022-08-08 15:08:00,70
2022-08-08 15:10:00,73
2022-08-08 15:12:00,66
2022-08-08 15:14:00,65
2022-08-08 15:16:00,71
2022-08-08 15:18:00,65
2022-08-08 15:20:00,60
2022-08-08 15:22:00,69
2022-08-08 15:24:00,66
2022-08-08 15:26:00,65
2022-08-08 15:28:00,71
2022-08-08 15:30:00,64
2022-08-08 15:32:00,64
2022-08-08 15:34:00,69
2022-08-08 15:36:00,67
2022-08-08 15:38:00,62
2022-08-08 15:40:00,68
2022-08-08 15:42:00,64
2022-08-08 15:44:00,65
2022-08-08 15:46:00,64
2022-08-08 15:48:00,63
2022-08-08 15:50:00,63
2022-08-08 15:52:00,66
2022-08-08 15:54:00,65
2022-08-08 15:56:00,58
2022-08-08 15:58:00,65
2022-08-08 16:00:00,63
2022-08-08 16:02:00,64
2022-08-08 16:04:00,67
2022-08-08 16:06:00,64
2022-08-08 16:08:00,64
2022-08-08 16:10:00,66
2022-08-08 16:12:00,64
2022-08-08 16:14:00,64
2022-08-08 16:16:00,66
2022-08-08 16:18:00,62
2022-08-08 16:20:00,60
2022-08-08 16:22:00,67
2022-08-08 16:24:00,64
2022-08-08 16:26:00,64
2022-08-08 16:28:00,65
2022-08-08 16:30:00,65
2022-08-08 16:32:00,65
2022-08-08 16:34:00,68
2022-08-08 16:36:00,60
2022-08-08 16:38:00,64
2022-08-08 16:40:00,67
2022-08-08 16:42:00,61
2022-08-08 16:44:00,66
2022-08-08 16:46:00,66
2022-08-08 16:48:00,62
2022-08-08 16:50:00,64
